Indicator Code: CG1150
"Indicator Name: Digestive diseases"
Export date: 5/7/2024 5:13:47 PM
Source location: "WHO Mortality Database portal"
"Indicator metadata: K20-K92"

Region Code,Region Name,Country Code,Country Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
EU,Europe,HUN,Hungary,2013,All,Age_all,[All],6387.00000000,5.03794034,36.02285077,64.56026871,
EU,Europe,HUN,Hungary,2014,All,Age_all,[All],6383.00000000,5.05351997,35.98900738,64.69387019,
EU,Europe,ITA,Italy,1990,All,Age_all,[All],28942.00000000,5.32307783,30.80867561,50.19311046,
EU,Europe,ITA,Italy,1991,All,Age_all,[All],28408.00000000,5.12934404,29.68483003,49.61948728,
EU,Europe,ITA,Italy,1992,All,Age_all,[All],27389.00000000,5.00996909,28.31294136,48.24306827,
EU,Europe,ITA,Italy,1993,All,Age_all,[All],28394.00000000,5.14044156,28.53481048,49.97074158,
EU,Europe,ITA,Italy,1994,All,Age_all,[All],28506.00000000,5.12398328,28.05935592,50.14919147,
EU,Europe,ITA,Italy,1995,All,Age_all,[All],26892.00000000,4.83069572,25.79367313,47.30808350,
EU,Europe,ITA,Italy,1996,All,Age_all,[All],26148.00000000,4.71495341,24.35301270,45.99941838,
EU,Europe,ITA,Italy,1997,All,Age_all,[All],26069.00000000,4.64516658,23.71453558,45.83450517,
EU,Europe,ITA,Italy,1998,All,Age_all,[All],26514.00000000,4.61730558,23.40815934,46.59395369,
EU,Europe,ITA,Italy,1999,All,Age_all,[All],25672.00000000,4.52178018,22.19711751,45.11052879,
EU,Europe,ITA,Italy,2000,All,Age_all,[All],25018.00000000,4.46653491,21.34164094,43.95019535,
EU,Europe,ITA,Italy,2001,All,Age_all,[All],25066.00000000,4.50105227,20.83694247,44.00578560,
EU,Europe,ITA,Italy,2002,All,Age_all,[All],24710.00000000,4.40942915,19.78430641,43.23149267,
EU,Europe,ITA,Italy,2003,All,Age_all,[All],23982.00000000,4.07235900,18.82922980,41.63204996,
